id;institutionType;name;localization;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended;voivodeship;county;city;address;latitude;longitude
4242;Żłobek;Miejski Zespół Żłobków Żłobek Nr 20;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Wioślarska 27;http://www.mzz.lodz.pl;zlobek20@mzz.lodz.pl;42 686 47 93;30;35.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Wioślarska 27;51.7482192;19.4233841
4243;Żłobek;Miejski Zespół Żłobków Żłobek Nr 22;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Joachima Lelewela 11;http://www.mzz.lodz.pl/;zlobek22@mzz.lodz.pl;42 684 62 94;60;68.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Joachima Lelewela 11;51.7327423;19.475524
4244;Żłobek;Miejski Zespół Żłobków Żłobek Nr 23;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew, delegatura ul.  Tatrzańska 27/29;http://www.mzz.lodz.pl/;zlobek23@mzz.lodz.pl;42 643 94 44;80;95.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew, delegatura ul.  Tatrzańska 27/29;51.7465094;19.4921467
4245;Żłobek;Miejski Zespół Żłobków Żłobek Nr 24;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Rydzowa 7;http://www.mzz.lodz.pl/;zlobek24@mzz.lodz.pl;42 652 02 78;55;76.0;849.0 zł;;;;5.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Rydzowa 7;51.7984448;19.3737055
4246;Żłobek;Miejski Zespół Żłobków Żłobek Nr 29;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew Mikołaja Gogola 9;http://www.mzz.lodz.pl/;zlobek29@mzz.lodz.pl;42 673 00 63;70;69.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew Mikołaja Gogola 9;51.7575336;19.5422909
4247;Żłobek;Miejski Zespół Żłobków Żłobek Nr 30;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Łąkowa 1;http://www.mzz.lodz.pl/;zlobek30@mzz.lodz.pl;42 633 93 67;70;79.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Łąkowa 1;51.7633939;19.4387458
4248;Żłobek;ZŁOTY PROMYK;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Legnicka 19/21;https://pl-pl.facebook.com/zlotypromyk/;akademia.malucha@uwolnienie.pl;423001008;24;0.0;1200.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;Restan Łukasz Stańczyk;;7262368673.0;361949049.0;1006/P;www.restan.com.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Legnicka 19/21;51.77942849999999;19.3771262
4249;Żłobek;Domek Puchatka;DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki, delegatura ul.  Kłodzka 13a;www.domekpuchatka.pl;info@domekpuchatka.pl;665407127;15;10.0;589.0 zł;25.0 zł;;;15.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;MONIKA PODOLAK DOMEK PUCHATKA OPIEKA NAD DZIEĆMI;;8942833187.0;21046158.0;945/P;www.domekpuchatka.pl;NIE;DOLNOŚLĄSKIE ;Powiat Wrocław ;Wrocław-Krzyki ;Wrocław-Krzyki, delegatura ul.  Kłodzka 13a;51.07307789999999;17.046252
4250;Żłobek;Żłobek nr 3;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul. Edwarda Warchałowskiego 8;www.zlobki.waw.pl;zlobek3@zlobki.waw.pl;797990803;216;224.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul. Edwarda Warchałowskiego 8;52.14719059999999;21.0457471
4251;Klub dziecięcy;"Klub Dziecięcy ""Daszek""";LUBELSKIE > Powiat Lublin > Lublin > Lublin Ignacego Daszyńskiego 4a;przedszkole-daszek.pl;monika.blaszczuk@wp.pl;661626138;20;15.0;800.0 zł;;;;11.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 70.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Monika Błaszczuk-Smalec;;7122349500.0;61436649.0;1008/P;www.przedszkole-daszek.pl;NIE;LUBELSKIE ;Powiat Lublin ;Lublin ;Lublin Ignacego Daszyńskiego 4a;51.2616631;22.596362
4252;Żłobek;Żłobek nr 1;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Wiolinowa 9;www.zlobki.waw.pl;zlobek1@zlobki.waw.pl;723248022;198;209.0;;;0.0 zł;;0.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Wiolinowa 9;52.1597223;21.0258589
4253;Żłobek;Żłobek nr 2;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Mandarynki 14;www.zlobki.waw.pl;zlobek2@zlobki.waw.pl;723248021;108;116.0;0.0 zł;0.0 zł;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Mandarynki 14;52.1461981;21.0612988
4254;Żłobek;HAKUNA MATATA;ŚLĄSKIE > Powiat Gliwice > Gliwice > Gliwice ul. Stara Cegielnia 22;hakunamatata.edu.pl;biuro@mdscentrum.pl;514111948;28;28.0;2090.0 zł;100.0 zł;;0.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;MDS Centrum Wsparcia Biznesowego Mirella Doluk-Świerczek;;6311105187.0;241601709.0;950/P;hakunamatata.edu.pl;NIE;ŚLĄSKIE ;Powiat Gliwice ;Gliwice ;Gliwice ul. Stara Cegielnia 22;50.2846415;18.616378
4255;Żłobek;E-MALUCH;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna ul. Gen. Prądzyńskiego 6;www.emaluch.eu;emaluch1zlobek@gmail.com;789257187;25;21.0;1450.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ;TAK;E-MALUCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ul. Gen. Prądzyńskiego 6 93-478 Łódź-Górna, Łódź-Górna, delegatura;7292736733.0;387804419.0;951/P;www.emaluch.eu;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna ul. Gen. Prądzyńskiego 6;51.72242749999999;19.4410165
4256;Żłobek;Mini Żłobek - filia żłobka nr 7;MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy al.  Aleja Niepodległości 20;www.zlobki.waw.pl;zlobek7@zlobki.waw.pl;507-661-601;57;52.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Mokotów ;Warszawa - Mokotów, dzielnica m. st. Warszawy al.  Aleja Niepodległości 20;52.18495189999999;21.0201196
4257;Żłobek;Żłobek nr 9;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ochota > Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Sanocka 7;www.zlobki.waw.pl;zlobek9@zlobki.waw.pl;723241368;98;106.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ochota ;Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Sanocka 7;52.2032658;20.9814741
4258;Żłobek;Żłobek nr 10;MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Nowolipie 15a;www.zlobki.waw.pl;zlobek10@zlobki.waw.pl;723248023;105;109.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Śródmieście ;Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Nowolipie 15a;52.2450471;20.9926658
4259;Żłobek;Mini Żłobek nr 12;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Prochowa 49;www.zlobki.waw.pl;zlobek12@zlobki.waw.pl;723248032;62;66.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Prochowa 49;52.2479773;21.0829401
4260;Żłobek;Żłobek nr 13;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Północ > Warszawa - Praga-Północ, dzielnica m. st. Warszawy ul.  Markowska 17a;www.zlobki.waw.pl;zlobek13@zlobki.waw.pl;723-248-033;113;127.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Północ ;Warszawa - Praga-Północ, dzielnica m. st. Warszawy ul.  Markowska 17a;52.2546684;21.0411071
4261;Żłobek;Żłobek nr 16;MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul.  Klaudyny 10;www.zlobki.waw.pl;zlobek16@zlobki.waw.pl;723248036;150;168.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Bielany ;Warszawa - Bielany, dzielnica m. st. Warszawy ul.  Klaudyny 10;52.2814554;20.9775315
4262;Żłobek;Żłobek nr 17;MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul. Jana Kochanowskiego 9;www.zlobki.waw.pl;zlobek17@zlobki.waw.pl;723247702;120;123.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Bielany ;Warszawa - Bielany, dzielnica m. st. Warszawy ul. Jana Kochanowskiego 9;52.2659856;20.95295
4263;Żłobek;Mini Żłobek - filia żłobka nr 22;MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Koszykowa 3;www.zlobki.waw.pl;zlobek22@zlobki.waw.pl;723 248 059;50;50.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Śródmieście ;Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Koszykowa 3;52.22103560000001;21.0215256
4264;Żłobek;Żłobek nr 23;MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Grzybowska 7;www.zlobki.waw.pl;zlobek23@zlobki.waw.pl;723248060;95;106.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Śródmieście ;Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Grzybowska 7;52.236344;21.0000822
4265;Żłobek;Żłobek nr 30;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Stanisława Augusta 79;www.zlobki.waw.pl;zlobek30@zlobki.waw.pl;723248043;110;131.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Stanisława Augusta 79;52.2451702;21.0621282
4266;Żłobek;Żłobek nr 31;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Motorowa 5;www.zlobki.waw.pl;zlobek31@zlobki.waw.pl;723 248 046;200;208.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Motorowa 5;52.2338068;21.0805095
4267;Żłobek;Żłobek nr 32;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Tadeusza Sygietyńskiego 4;www.zlobki.waw.pl;zlobek32@zlobki.waw.pl;723248047;79;88.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Tadeusza Sygietyńskiego 4;52.2395076;21.0785167
4268;Żłobek;Żłobek nr 33;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Władysława Umińskiego 9;www.zlobki.waw.pl;zlobek33@zlobki.waw.pl;723248048;104;115.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Władysława Umińskiego 9;52.22533199999999;21.0990505
4269;Żłobek;Żłobek nr 34;MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Nowy Świat 47a;www.zlobki.waw.pl;zlobek34@zlobki.waw.pl;797990834;50;49.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Śródmieście ;Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Nowy Świat 47a;52.234843;21.0174789
4270;Żłobek;Mini Żłobek - filia żłobka nr 39;MAZOWIECKIE > Powiat Warszawa > Warszawa - Bemowo > Warszawa - Bemowo, dzielnica m. st. Warszawy ul. gen. Tadeusza Pełczyńskiego 28a;www.zlobki.waw.pl;zlobek39@zlobki.waw.pl;723248068;30;33.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Bemowo ;Warszawa - Bemowo, dzielnica m. st. Warszawy ul. gen. Tadeusza Pełczyńskiego 28a;52.2428784;20.9019361
4271;Żłobek;Żłobek nr 41;MAZOWIECKIE > Powiat Warszawa > Warszawa - Wawer > Warszawa - Wawer, dzielnica m. st. Warszawy ul.  Potockich 107;www.zlobki.waw.pl;zlobek41@zlobki.waw.pl;723 248 072;156;178.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Wawer ;Warszawa - Wawer, dzielnica m. st. Warszawy ul.  Potockich 107;52.237257;21.1488611
4272;Żłobek;Żłobek nr 42;MAZOWIECKIE > Powiat Warszawa > Warszawa - Targówek > Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Chodecka 9;www.zlobki.waw.pl;zlobek42@zlobki.waw.pl;797 990-842;150;89.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Targówek ;Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Chodecka 9;52.2950214;21.0416217
4273;Żłobek;Żłobek nr 45;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Mieczysława Pawlikowskiego 2;www.zlobki.waw.pl;zlobek45@zlobki.waw.pl;797-990-845;138;164.0;0.0 zł;0.0 zł;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Mieczysława Pawlikowskiego 2;52.224723;21.0809473
4274;Żłobek;Żłobek nr 46;MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul. Stanisława Przybyszewskiego 70/72;www.zlobki.waw.pl;zlobek46@zlobki.waw.pl;797990856;123;124.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;TAK;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Bielany ;Warszawa - Bielany, dzielnica m. st. Warszawy ul. Stanisława Przybyszewskiego 70/72;52.2817671;20.9447014
4275;Żłobek;Żłobek nr 4;MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul.  Wiktorska 94/96;www.zlobki.waw.pl;zlobek4@zlobki.waw.pl;502267840;152;159.0;;;0.0 zł;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Mokotów ;Warszawa - Mokotów, dzielnica m. st. Warszawy ul.  Wiktorska 94/96;52.1979173;21.0038351
4276;Żłobek;Żłobek nr 5;MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul. Antoniego Edwarda Odyńca 59;www.zlobki.waw.pl;zlobek5@zlobki.waw.pl;723248018;86;89.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Mokotów ;Warszawa - Mokotów, dzielnica m. st. Warszawy ul. Antoniego Edwarda Odyńca 59;52.1956688;21.0118086
4277;Żłobek;Żłobek nr 6;MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul. św. Bonifacego 72;www.zlobki.waw.pl;zlobek6@zlobki.waw.pl;797990854;145;153.0;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Mokotów ;Warszawa - Mokotów, dzielnica m. st. Warszawy ul. św. Bonifacego 72;52.1822331;21.0570706
