id;institutionType;name;localization;voivodeship;county;city;address;latitude;longitude;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended
5140;Klub dziecięcy;Akademia Odkrywców Klub Malucha;WIELKOPOLSKIE > Powiat Leszno > Leszno > Leszno ul. Iglasta 4;WIELKOPOLSKIE ;Powiat Leszno ;Leszno ;Leszno ul. Iglasta 4;51.8570311;16.6078416;www.akademiaodkrywcow.leszno.pl;sekretariat@akademiaodkrywcow.leszno.pl;607595599, 655208899;22;0;1000.0 zł;;;10.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-16:00 ;NIE;Paweł Kuropka;;6961380277;411562926;2991/P;www.akademiaodkrywcow.leszno.pl;TAK
5141;Żłobek;"Żłobek ""MINI ODKRYWCY""";WIELKOPOLSKIE > Powiat Leszno > Leszno > Leszno ul. Wilkowicka 49;WIELKOPOLSKIE ;Powiat Leszno ;Leszno ;Leszno ul. Wilkowicka 49;51.8666494;16.5521839;;zlobekminiodkrywcy@gmail.com;730252472;19;19;1406.0 zł;;;;20.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 70.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Marta Łaszczyńska;;6972180004;361459167;1910/P;facebook.com/zlobekleszno;NIE
5142;Żłobek;Prywatny Żłobek Kacperkowo 2;MAŁOPOLSKIE > Powiat Kraków > Kraków-Śródmieście > Kraków-Śródmieście ul. Dobrego Pasterza 56 lok. LU1;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Śródmieście ;Kraków-Śródmieście ul. Dobrego Pasterza 56 lok. LU1;50.0873584;19.9648847;www.kacperkowo.com.pl;zlobekkacperkowo@gmail.com;537461355;49;42;1800.0 zł;;;;19.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;TAK;Iwona Pulit Prywatny Żłobek Kacperkowo;;6781664257;122858398;3253/P;www.kacperkowo.com.pl;NIE
5143;Żłobek;Niepubliczny Żłobek Językowy Fair Play;MAŁOPOLSKIE > Powiat Kraków > Kraków-Nowa Huta > Kraków-Nowa Huta ul. prof. Michała Życzkowskiego 20 lok. 20;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Nowa Huta ;Kraków-Nowa Huta ul. prof. Michała Życzkowskiego 20 lok. 20;50.0803086;19.9948459;www.przedszkolefairplay.info.pl;biuro@przedszkolefairplay.pl;507513071;58;19;1699.0 zł;;;;21.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ;NIE;PM & PM S.C. Magdalena Dubisz-Ucherska, Małgorzata Sas-Kusek;ul. Jana Dekerta 24 30-703 Kraków-Podgórze, Kraków-Podgórze, delegatura;6832045200;121064905;1896/P;www.przedszkolefairplay.pl;NIE
5144;Żłobek;Żłobek TROSKLIWE MISIE;ŚLĄSKIE > Powiat mikołowski > Wyry > Gostyń ul. Pszczyńska 449;ŚLĄSKIE ;Powiat mikołowski ;Wyry ;Gostyń ul. Pszczyńska 449;50.0970145;18.8851591;www.troskliwe-misie.com.pl;troskliwemisiegostyn@poczta.fm;327977041;56;35;1350.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:30 ;TAK;DAMART Marcin Damasiewicz;;6462396745;241063703;3466/P;;NIE
5145;Żłobek;Żłobek Klasa Bobasa;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Przemiarki 23 lok. 3;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze ul. Przemiarki 23 lok. 3;50.02285939999999;19.9016121;www.klasabobasa.pl;zlobek.klasabobasa@gmail.com;791651657;24;24;1860.0 zł;50.0 zł;;;16.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 7.0% Zniżka - szczególne przypadki, wnioski rodziców: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Piotr Gaździcki Firma Usługowa;;5521561927;364143482;1711/P;www.klasabobasa.pl;NIE
5146;Żłobek;"Niepubliczny Żłobek ""OLAF"" ";ZACHODNIOPOMORSKIE > Powiat goleniowski > Goleniów > Goleniów ul. Wojska Polskiego 1 lok. 1;ZACHODNIOPOMORSKIE ;Powiat goleniowski ;Goleniów ;Goleniów ul. Wojska Polskiego 1 lok. 1;53.5669449;14.8268774;;olaf.zlobek@gmail.com;731707419;16;16;800.0 zł;;;;17.0 zł;Zniżka - zniżka w przypadku rodzeństwa dotyczące opłaty wpisowej - płatne tylko za jedno dziecko: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Olga Adamus;;8561812998;320665453;3245/P;;NIE
5147;Żłobek;"Żłobek Prywatny ""Pinokio""";MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Wacława Lachmana 2A lok. 2A;MAZOWIECKIE ;Powiat Płock ;Płock ;Płock ul. Wacława Lachmana 2A lok. 2A;52.5444477;19.7195637;http://przedszkole-plock.pl;przedszkolepinokio@poczta.fm;575209109;20;20;900.0 zł;;;300.0 zł;;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;TAK;Magdalena Kozłowska;;5671796075;147373543;683/P;http://przedszkole-plock.pl/;NIE
5148;Żłobek;Akademia Maluch Pegaz ;DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów ul. Mikołaja Gomółki 32;DOLNOŚLĄSKIE ;Powiat głogowski ;Głogów ;Głogów ul. Mikołaja Gomółki 32;51.6551863;16.074784;akademiapanakleksa.pl;bahasz@wp.pl;535353230;10;10;;;300.0 zł;200.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;Barbara Cimek;;6931963399;21361612;3386/P;akademiapanakleksa.pl;NIE
5149;Klub dziecięcy;"Klub Dziecięcy ""Uśmiech""";ŚLĄSKIE > Powiat bielski > Wilamowice > Dankowice ul. Kamieniarska 8;ŚLĄSKIE ;Powiat bielski ;Wilamowice ;Dankowice ul. Kamieniarska 8;49.9361182;19.0987187;www.klubmaluszka.edu.p;kaska293@op.pl;510566006;8;0;;;;;;Zniżka - Nie dotyczy: 0.0% ;Godziny pracy: ;NIE;Katarzyna Fejdyk;ul. Kamieniarska 8 43-331 Wilamowice, Dankowice;9372676483;362626443;2953/P;www.klubmaluszka.edu.pl;TAK
5150;Żłobek;"Żłobek Niepubliczny ""Bawiland""";ŚLĄSKIE > Powiat myszkowski > Myszków > Myszków ul. Słowackiego 17 B;ŚLĄSKIE ;Powiat myszkowski ;Myszków ;Myszków ul. Słowackiego 17 B;50.57941539999999;19.3206914;www.klubbawiland.pl;bawiland@wp.pl;533312672;90;46;1400.0 zł;;;200.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Firma Handlowo-Usługowa S.C. Barbara Pałęga, Justyna Czerwińska;ul.  Słowackiego 17 B 42-300 Myszków, Myszków, miasto;5771951842;241292177;1928/P;www.klubbawiland.pl;NIE
5151;Żłobek;Zielone wzgórze - filia II;ŚLĄSKIE > Powiat Jaworzno > Jaworzno > Jaworzno ul. Jana Matejki 24h;ŚLĄSKIE ;Powiat Jaworzno ;Jaworzno ;Jaworzno ul. Jana Matejki 24h;50.1987775;19.2690921;www.zlobekzielonewzgorze.pl;kontakt@zlobekzielonewzgorze.pl;724557747;34;33;1350.0 zł;;;;19.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;TAK;Sismed Maja Szewczyk;;2220784861;243328270;3239/P;www.zlobekzielonewzgorze.pl;NIE
5152;Żłobek;"Niepubliczny Żłobek ""BĄBELKI""";DOLNOŚLĄSKIE > Powiat oławski > Oława > Oława ul. Juliusza Kossaka 9;DOLNOŚLĄSKIE ;Powiat oławski ;Oława ;Oława ul. Juliusza Kossaka 9;50.9473956;17.2849055;www.babelki.eprzedszkola.pl;babelki.zlobek@gmail.com;575100815;17;17;990.0 zł;;;;19.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Przedszkole i Żłobek Bąbelki Paulina Borowska, Anna Kozaczek spółka cywilna;ul. Juliusza Kossaka 9 55-200 Oława, Oława, miasto;9121911633;368431083;1933/P;;NIE
5153;Żłobek;Żłobek Niepubliczny Poziomka ;DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów ul. Działkowa 11;DOLNOŚLĄSKIE ;Powiat głogowski ;Głogów ;Głogów ul. Działkowa 11;51.6640002;16.0685376;brak;ewa.osomanska@wp.pl;606718179;12;13;350.0 zł;;;150.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ;NIE;Ewa Pawlak-Osmańska;;6931353933;390073790;1973/P;;NIE
5154;Żłobek;Żłobek Maluszek;ŚLĄSKIE > Powiat bielski > Wilamowice > Stara Wieś ul. Starowiejskich 47;ŚLĄSKIE ;Powiat bielski ;Wilamowice ;Stara Wieś ul. Starowiejskich 47;49.90331639999999;19.1264197;;anna.zeman@interia.pl;500513555;60;60;1350.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% Zniżka - Nieobecność powyżej 10 dni roboczych: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Żłobek Maluszek Anna Zeman;;9372567587;363417799;1975/P;;NIE
5155;Żłobek;Żłobek Niepubliczny „Bajlandia”;MAZOWIECKIE > Powiat warszawski zachodni > Ożarów Mazowiecki > Ożarów Mazowiecki ul. Spacerowa 8;MAZOWIECKIE ;Powiat warszawski zachodni ;Ożarów Mazowiecki ;Ożarów Mazowiecki ul. Spacerowa 8;52.2093757;20.7924454;www.przedszkole-bajlandia.pl;anulawojna@wp.pl;227221370;20;19;1550.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Robert Wnuk;;1180578651;11327110;15995/P;przedszkole-bajlandia.pl;NIE
5156;Żłobek;Samorządowy Żłobek w Biłgoraju;LUBELSKIE > Powiat biłgorajski > Biłgoraj > Biłgoraj ul. Przemysłowa 50;LUBELSKIE ;Powiat biłgorajski ;Biłgoraj ;Biłgoraj ul. Przemysłowa 50;50.544719;22.727267;www.bilgoraj.pl;zlobek@bilgoraj.pl;797114660;60;60;552.0 zł;;;;8.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Gmina Miasto Biłgoraj;pl.  Plac Wolności 16 23-400 Biłgoraj, Biłgoraj, miasto;9181992813;950369020;1980/P;www.bilgoraj.pl;NIE
5157;Żłobek;Żłobek Nasze Bambino;MAZOWIECKIE > Powiat wyszkowski > Wyszków > Wyszków ul. Komisji Edukacji Narodowej 2;MAZOWIECKIE ;Powiat wyszkowski ;Wyszków ;Wyszków ul. Komisji Edukacji Narodowej 2;52.58793499999999;21.44516;www.zlobeknaszebambino.edu.pl;ckwyszkow@zdz.edu.pl;296429950;37;29;880.0 zł;;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 17.0% Zniżka - Zniżka dla pracownika : 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ;NIE;Zakład Doskonalenia Zawodowego w Warszawie;ul.  Podwale 13 00-252 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5260251374;512361;1981/P;www.zdz.edu.pl;NIE
5158;Żłobek;"""Nasze Szkraby""";PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Ryska 3 lok. 16 i 17;PODLASKIE ;Powiat Białystok ;Białystok ;Białystok ul. Ryska 3 lok. 16 i 17;53.1394088;23.1764183;http://naszeszkraby.com.pl/;naszeszkrabybialystok@wp.pl;785658826;30;20;1200.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ;TAK;Grzegorz Sasinowski;;7221093676;50806690;1985/P;http://naszeszkraby.com.pl/;NIE
5159;Żłobek;"Prywatny Żłobek ,,Tuptuś"" Sylwia Barczyńska";WIELKOPOLSKIE > Powiat pleszewski > Pleszew > Pleszew ul. Władysława Warneńczyka 26a;WIELKOPOLSKIE ;Powiat pleszewski ;Pleszew ;Pleszew ul. Władysława Warneńczyka 26a;51.8838695;17.7765631;;tuptuspleszew@onet.pl;602635726;40;40;900.0 zł;40.0 zł;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;"PRYWATNY ŻŁOBEK ""TUPTUŚ"" SYLWIA BARCZYŃSKA";;6080022980;302243967;12394/P;;NIE
5160;Żłobek;"Żłobek ""GAMA""";POMORSKIE > Powiat kwidzyński > Kwidzyn > Kwidzyn ul. Grunwaldzka 9;POMORSKIE ;Powiat kwidzyński ;Kwidzyn ;Kwidzyn ul. Grunwaldzka 9;53.73257539999999;18.9365926;;biuro@przedszkole-gama.pl;553070090;65;58;770.0 zł;;;;13.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Tomasz Filbrandt;;5811403272;192542982;2956/P;;NIE
5161;Żłobek;Żłobek Gminny w Wysokiej;DOLNOŚLĄSKIE > Powiat wrocławski > Kobierzyce > Wysoka ul. Chabrowa 99;DOLNOŚLĄSKIE ;Powiat wrocławski ;Kobierzyce ;Wysoka ul. Chabrowa 99;51.0474679;17.007382;www.zlobekwysoka.pl;sekretariat@zlobekwysoka.pl;71/715-19-85;90;90;;;1.5 zł;;15.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Gmina Kobierzyce;al. Pałacowa 1 55-040 Kobierzyce;8961308068;931935075;1805/P;;NIE
5162;Żłobek;Żłobek Samorządowy;MAŁOPOLSKIE > Powiat dąbrowski > Dąbrowa Tarnowska > Dąbrowa Tarnowska ul. Kościelna  lok. 25A;MAŁOPOLSKIE ;Powiat dąbrowski ;Dąbrowa Tarnowska ;Dąbrowa Tarnowska ul. Kościelna  lok. 25A;50.17163559999999;20.9839582;http://tarnow.net.pl/sites/s/i/uKubusiaPuchatka;zlobekdt@op.pl;146578283;32;32;400.0 zł;50.0 zł;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - trzecie i każde następne dziecko z danej rodziny: 50.0% ;Godziny pracy: ;TAK;Gmina Dąbrowa Tarnowska;rynek  Rynek 34 33-200 Dąbrowa Tarnowska, Dąbrowa Tarnowska, miasto;8711771055;851661145;1806/P;www.dabrowatar.pl;NIE
5163;Żłobek;"""Strumyk"" Żłobek Stowarzyszenia Sternik";MAZOWIECKIE > Powiat otwocki > Józefów > Józefów ul. 3 Maja 129;MAZOWIECKIE ;Powiat otwocki ;Józefów ;Józefów ul. 3 Maja 129;52.1270047;21.2372761;http://zlobekstrumyk.sternik.edu.pl;zlobekstrumyk@sternik.edu.pl;512332730;45;45;1305.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:00 ;TAK;"Stowarzyszenie Wspierania Edukacji i Rodziny ""Sternik""";ul. Mieczysława Pożaryskiego 28 04-703 Warszawa - Wawer, Warszawa - Wawer, dzielnica m. st. Warszawy;5262759065;15624022;1505/P;www.sternik.edu.pl;NIE
5164;Żłobek;"Żłobek "" U Aniołów""";ŁÓDZKIE > Powiat zgierski > Zgierz > Zgierz ul. Andrzeja Struga 23;ŁÓDZKIE ;Powiat zgierski ;Zgierz ;Zgierz ul. Andrzeja Struga 23;51.8492893;19.3987863;https://uaniolow.eu;przedszkole@uaniolow.eu;600 451 990;15;11;1200.0 zł;;;;13.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Instytut Rozwoju Przedsiębiorczości i Inicjatyw Społecznych;ul.  Kazimierza Wielkiego 7/5 65-047 Zielona Góra, Zielona Góra, miasto;5252412259;141197878;2141/P;;NIE
5165;Żłobek;Żłobek Miejski w Gorlicach przy Miejskim Przedszkolu Nr 1 w Gorlicach;MAŁOPOLSKIE > Powiat gorlicki > Gorlice > Gorlice ul. Władysława Jagiełły 9;MAŁOPOLSKIE ;Powiat gorlicki ;Gorlice ;Gorlice ul. Władysława Jagiełły 9;49.6606609;21.1554835;www.zlobek.gorlice.pl;przedszkole1gorlice@o2.pl;183536523;64;64;600.0 zł;25.0 zł;;;9.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Miasto Gorlice;rynek Rynek 2 38-300 Gorlice;7382125507;491893204;3232/P;www.gorlice.pl;NIE
5166;Żłobek;Żłobek MISIETULISIE A. Stopyra, K. Krawczyk s.c.;PODKARPACKIE > Powiat rzeszowski > Sokołów Małopolski > Sokołów Małopolski, miasto ul.  Piaski 13;PODKARPACKIE ;Powiat rzeszowski ;Sokołów Małopolski ;Sokołów Małopolski, miasto ul.  Piaski 13;50.2238106;22.1107951;;misietulisie.klubmalucha@o2.pl;530900333;28;30;1400.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 00:06-00:17 ;NIE;MISIETULISIE A. Stopyra, K. Krawczyk spółka cywilna;ul.  Piaski 13 36-050 Sokołów Małopolski, Sokołów Małopolski, miasto;5170376497;365154565;1807/P;;NIE
5167;Klub dziecięcy;Klub  dzięciecy ,,Krasnal 2'';POMORSKIE > Powiat malborski > Malbork > Malbork ul. Kazimierza Michałowskiego 14c lok. 1;POMORSKIE ;Powiat malborski ;Malbork ;Malbork ul. Kazimierza Michałowskiego 14c lok. 1;54.02030449999999;19.0399665;;katarzyna.matyjasik@gmail.com;606740714;15;11;1350.0 zł;;;;8.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;Katarzyna Matyjasik;;5791014224;363389146;1808/P;;NIE
5168;Żłobek;Żłobek READY STEADY GO;ŁÓDZKIE > Powiat Piotrków Trybunalski > Piotrków Trybunalski > Piotrków Trybunalski ul. 1 Maja 18A;ŁÓDZKIE ;Powiat Piotrków Trybunalski ;Piotrków Trybunalski ;Piotrków Trybunalski ul. 1 Maja 18A;51.4147495;19.683522;;przedszkolereadysteady@gmail.com;509800032;35;4;400.0 zł;;;;8.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% Zniżka - rodzeństwo uczęszczające do instytucji : 40.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Katarzyna Nurkowska;;7711111186;590609623;3234/P;;NIE
5169;Żłobek;"Żłobek ""Tęczowa Kraina"" Szczerba Sylwia";MAŁOPOLSKIE > Powiat oświęcimski > Kęty > Bulowice ul. Krakowska 13;MAŁOPOLSKIE ;Powiat oświęcimski ;Kęty ;Bulowice ul. Krakowska 13;49.8721186;19.2987961;www.tęczowakraina.pl;teczowakraina.bulowice@gmail.com;788475338;20;15;1150.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;NIE;"ŻŁOBEK ""TĘCZOWA KRAINA"" SZCZERBA SYLWIA";;5512553118;364616408;2460/P;www.tęczowakraina.pl;NIE
5170;Żłobek;"Żłobek ""Małe Słoneczko""";MAŁOPOLSKIE > Powiat tarnowski > Tarnów > Radlna, wieś Radlna, wieś 62;MAŁOPOLSKIE ;Powiat tarnowski ;Tarnów ;Radlna, wieś Radlna, wieś 62;49.9616386;20.9715438;www.sloneczkoradlna.pl;sloneczkoradlna@interia.pl;146571309,7;15;15;800.0 zł;;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Piątek 06:30-16:30 ;TAK;"Przedsiębiorstwo Budowlano-Usługowe ""KONSNETT"" Zięba Stanisław";;8731290583;852742118;2461/P;www.sloneczkoradlna.pl;NIE
5171;Żłobek;Żłobek Miejski w Sycowie;DOLNOŚLĄSKIE > Powiat oleśnicki > Syców > Syców ul. Komorowska 2;DOLNOŚLĄSKIE ;Powiat oleśnicki ;Syców ;Syców ul. Komorowska 2;51.3111755;17.7216325;www.zlobeksycow.szkolnastrona.pl;zlobeksycow@o2.pl;627855161;47;47;;;1.0 zł;;9.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: ;NIE;Gmina Syców;ul. Adama Mickiewicza 1 56-500 Syców;9111778954;250855370;2462/P;www.sycow.pl;NIE
5172;Żłobek;"Niepubliczny Żłobek ""Klub Malucha Baby Town""";ŁÓDZKIE > Powiat bełchatowski > Bełchatów > Bełchatów ul. Armii Krajowej 18;ŁÓDZKIE ;Powiat bełchatowski ;Bełchatów ;Bełchatów ul. Armii Krajowej 18;51.3524604;19.3783044;www.przedszkole-babytown.pl;biuro@przedszkole-babytown.pl;728527162;60;53;400.0 zł;;;150.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 99.0% Zniżka - Drugie i kolejne dziecko zwolnione z opłaty czesnego: 99.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-20:00 ;NIE;Klub Malucha Baby Town Iwona Bąkiewicz;;7691930106;100705223;2028/P;www.przedszkole-babytown.pl;NIE
5173;Żłobek;"Niepubliczny Żłobek ""Kraina Malucha"" ";ŁÓDZKIE > Powiat bełchatowski > Bełchatów > Bełchatów ul. Mielczarskiego 25;ŁÓDZKIE ;Powiat bełchatowski ;Bełchatów ;Bełchatów ul. Mielczarskiego 25;51.3671328;19.3645785;krainamalucha.interlogos.edu.pl;krainamaluchabelchatow@o2.pl;690088939;68;42;750.0 zł;;;;12.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:30 ;NIE;INTERLOGOS S.C. ANNA OLEJNICZAK JAROSŁAW OLEJNICZAK;;7691747690;590559256;2030/P;;NIE
5174;Żłobek;"Niepubliczny Żłobek ""Akademia Uśmiechu""";ŁÓDZKIE > Powiat bełchatowski > Bełchatów > Bełchatów ul. Czapliniecka 44;ŁÓDZKIE ;Powiat bełchatowski ;Bełchatów ;Bełchatów ul. Czapliniecka 44;51.3666381;19.3585264;akademiausmiechu.info;akademia.usmiechu@poczta.fm;696931807;50;16;790.0 zł;;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;TAK;OST - BUD Sławomir Oset;;7691313508;590427201;2001/P;akademiausmiechu.info;NIE
5175;Żłobek;Żłobek Baby Club Tuptuś Sp. zo.o.;MAZOWIECKIE > Powiat pruszkowski > Pruszków > Pruszków ul. Komorowska 43A;MAZOWIECKIE ;Powiat pruszkowski ;Pruszków ;Pruszków ul. Komorowska 43A;52.157;20.8057003;www.tuptus.edu.pl;tuptus1@onet.eu;602-706-785;21;21;1100.0 zł;;;;16.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ;NIE;Żłobek Baby Club Tuptuś Sp. z o.o;ul.  Komorowska 43a 05-800 Pruszków, Pruszków, miasto;5342501452;360391898;2257/P;www.tuptus.edu.pl;NIE
5176;Żłobek;NIEPUBLICZNY INTEGRACYJNY ŻŁOBEK MONTESSORI IM. ŚWIĘTEJ RODZINY;MAŁOPOLSKIE > Powiat limanowski > Dobra > Dobra Dobra 361A;MAŁOPOLSKIE ;Powiat limanowski ;Dobra ;Dobra Dobra 361A;49.7141303;20.2453122;www.montessori-dobra.pl;zlobek.dobra@gmail.com;787-085-308;35;0;1298.0 zł;;;;13.1 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 35.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-17:00 ;TAK;PAULINA KNAPIK;;7371886898;364109083;2258/P;www.montessori-dobra.pl;NIE
5177;Żłobek;Niepubliczny Żłobek Zaczarowany Ołówek Katarzyna Mitak;ŚLĄSKIE > Powiat Ruda Śląska > Ruda Śląska > Ruda Śląska ul. Brygadzistów 1;ŚLĄSKIE ;Powiat Ruda Śląska ;Ruda Śląska ;Ruda Śląska ul. Brygadzistów 1;50.2664905;18.9009779;;zaczarowanyolowekrsl@gmail.com;724295055;25;24;1200.0 zł;30.0 zł;;;16.0 zł;Zniżka - Rodzeństwo uczęszczające do placówki : 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ;NIE;Niepubliczny Żłobek  Zaczarowany Ołówek  Katarzyna Mitak;;6272665662;363889446;2464/P;https://www.facebook.com/zlobekzaczarowanyolowek/;NIE
5178;Żłobek;   Żłobek Prywatny Wesołe Perełki;PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Jazowa 2a;PODKARPACKIE ;Powiat Rzeszów ;Rzeszów ;Rzeszów ul. Jazowa 2a;50.0113661;22.0153776;www.wesoleperelki.pl;kontakt@wesoleperelki.pl;691275400;15;11;1350.0 zł;40.0 zł;;;15.5 zł;Zniżka - Samotne wychowanie dziecka: 30.0% Zniżka - Dziecko korzystające do 5 godzin opieki dziennie oraz drugie dziecko uczęszczające z rodzeństwem : 40.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;"Żłobek Prywatny ,,Wesołe Perełki"" Ewa Książek";;8133096871;181022018;2465/P;www.wesoleperelki.pl;NIE
