Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"DRÓŻKA MALUSZKA";"DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Siechnice Włościańska 25 lok. 4";"drozkamaluszka.com.pl";"km85@interia.pl";"789033038";"15";"15";"1575.0 zł";"100.0 zł";;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"KATARZYNA GRUDZIŃSKA";;"9111901113";"021983680";"746/P";"drozkamaluszka.com.pl";"NIE"
"Żłobek";"STOKROTKA";"DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Siechnice, miasto ul. Świętej Katarzyny 15";"http://zlobekstokrotka.pl/";"monika-mostowy@o2.pl";"501229336";"30";"30";"1450.0 zł";"40.0 zł";;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"MONIKA MOSTOWY-HIBNER";"ul. Świętej Katarzyny 15 55-011 SIECHNICE, Siechnice, miasto";"8851506695";"022130010";"747/P";"www.zlobekstokrotka.pl";"NIE"
"Żłobek";"Żłobek Miejski Nr 3";"PODKARPACKIE > Powiat mielecki > Mielec > Mielec, miasto ul.  Pisarka 9";"http://zlobki.mielec.pl/";"zlobek3@zlobki.mielec.pl";"177874651";"107";"108";"425.0 zł";"20.0 zł";;;"8.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"Gmina Miejska Mielec";"Żeromskiego 26 39-300 Mielec";"8171956732";"690581867";"730/P";"www.mielec.pl";"NIE"
"Żłobek";"Żłobek Miejski Nr 5";"PODKARPACKIE > Powiat mielecki > Mielec > Mielec, miasto ul.  Konopnickiej 2";"http://zlobki.mielec.pl/";"zlobek5@zlobki.mielec.pl";"177874661";"110";"106";"425.0 zł";"20.0 zł";;;"8.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"Gmina Miejska Mielec";"Żeromskiego 26 39-300 Mielec";"8171956732";"690581867";"730/P";"www.mielec.pl";"NIE"
"Żłobek";"Żłobek Miejski Nr 7";"PODKARPACKIE > Powiat mielecki > Mielec > Mielec, miasto ul.  Botaniczna 6";"http://zlobki.mielec.pl/";"zlobek7@zlobki.mielec.pl";"17 7874671";"110";"115";"425.0 zł";"20.0 zł";;;"8.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"Gmina Miejska Mielec";"Żeromskiego 26 39-300 Mielec";"8171956732";"690581867";"730/P";"www.mielec.pl";"NIE"
"Żłobek";"Gminny Żłobek ""Muchomorek"" w Jędrzychowicach";"DOLNOŚLĄSKIE > Powiat zgorzelecki > Zgorzelec > Jędrzychowice, wieś Jędrzychowice, wieś 74";"www.krasnoludki.gmina.zgorzelec.pl";"krasnoludki@gmina.zgorzelec.pl";"756408478";"90";"77";;;"3.6 zł";;"6.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 80.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"Gmina Zgorzelec";"ul. Tadeusza Kościuszki 70 59-900 Zgorzelec, Zgorzelec, miasto";"6151808654";"230821368";"748/P";"www.gmina.zgorzelec.pl";"NIE"
"Żłobek";"Żłobek Miejski w Czeladzi";"ŚLĄSKIE > Powiat będziński > Czeladź > Czeladź ul. Niepodległości 6";"http://www.zlobek.czeladz.pl";"dyrektor@zlobek.czeladz.pl";"322650525";"101";"101";"400.0 zł";;;;"10.0 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Gmina Czeladź";"ul. Katowicka 45 41-250 Czeladź";"6252448720";"276257512";"1832/P";"www.czeladz.pl";"NIE"
"Żłobek";"Bąbelki";"MAZOWIECKIE > Powiat warszawski zachodni > Łomianki > Łomianki ul. Kolejowa 42 lok. 3";;"biuro@babelkowakademia.pl";"784 309 057";"46";"14";"1350.0 zł";"15.0 zł";;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"""BĄBELKI"" Sp. z o.o.";"ul.  Kolejowa 42 lok. 3 05-092 Łomianki, Łomianki, miasto";"1182080263";"145893209";"788/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek  ""Tuptuś""";"ZACHODNIOPOMORSKIE > Powiat Szczecin > Szczecin > Szczecin Młodzieży Polskiej 30";"https://web.facebook.com/przedszkoletuptus";"arszylo@gmail.com";"501259689";"20";"20";"1200.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Monika Arszyło";;"9551986591";"812442637";"778/P";"https://web.facebook.com/przedszkoletuptus";"NIE"
"Klub dziecięcy";"Kochane Urwisy";"MAZOWIECKIE > Powiat grójecki > Grójec > Grójec ul. Orzeszkowej 31";"www.kochaneurwisy.pl";"kochaneurwisy@op.pl";"607866401";"22";"6";"1700.0 zł";;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ";"NIE";"Łukasz Błaszczykowski";;"7971540406";"146296421";"750/P";"www.kochaneurwisy.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ,,Przytulny Domek""";"MAZOWIECKIE > Powiat wołomiński > Ząbki > Ząbki Krucza 6c";"www.przytulnydomek.edu.pl";"przytulny.domek@o2.pl";"662291940";"25";"21";"1340.0 zł";;;;"16.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"NIE";"Katarzyna Zając";;"8251950223";"146741000";"790/P";;"NIE"
"Żłobek";"Żłobek ""Leśne Ludki""";"MAZOWIECKIE > Powiat miński > Mrozy > Wola Paprotnia, wieś ul. Jana Kilińskiego 2";;"agapolan@gmail.com";"508-116-955";"50";"17";"750.0 zł";;;"150.0 zł";;"Zniżka - Dla dzieci z gminy Mrozy : 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Agnieszka Zagańczyk";"ul. Jana Kilińskiego 2 05-320 Mrozy, Wola Paprotnia, wieś";"8221892509";"142783851";"791/P";;"NIE"
"Żłobek";"Żłobek ""Kubusiowy Raj""";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Źródlana 24";"www.kubusiowyraj.com.pl";"kubusiowyraj@op.pl";"509297158";"38";"38";"1150.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Elżbieta Nowocień";;"7741448909";"611405250";"796/P";"www.kubusiowyraj.com.pl";"NIE"
"Żłobek";"Żłobek ""Bajkowa Kryjówka""";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Zbożowa 7";"www.bajkowakryjowka.pl";"biuro@bajkowakryjowka.pl";"502789111";"78";"41";"940.0 zł";;;"110.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 11.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"""Dziecięcy Ogród Stelmach, Graczykowska Spółka Jawna""";"ul.  Zbożowa 7 09-410 Płock, Płock, miasto";"7743212938";"146162554";"804/P";"www.bajkowakryjowka.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Entliczek Pentliczek""";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Saperska 21";"www.entliczekpentliczek.pl";"entliczekpentliczek@onet.pl";"664569026";"20";"18";"977.5 zł";;;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 6.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Agnieszka Brząkalska";;"7742362624";"611421065";"805/P";"entliczekpentliczek.pl";"NIE"
"Żłobek";"Nibylandia opieka prywatna nad dziećmi. Monika Rykiel";"MAZOWIECKIE > Powiat wołomiński > Kobyłka > Kobyłka ul. ks. Marcina Załuskiego 33";;"nibylandia.kobylka@wp.pl";"518940828";"15";"15";"860.0 zł";"15.0 zł";;;"12.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 23.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:30 ";"NIE";"Nibylandia opieka prywatna nad dziećmi Monika Rykiel";;"1251176895";"015589001";"734/P";;"NIE"
"Żłobek";"Żłobek Miejski nr 1 w Płocku";"MAZOWIECKIE > Powiat Płock > Płock > Płock, miasto ul.  Polna 25";;"zm1@zjoplock.pl";"24 263 49 90";"89";"89";"339.0 zł";;;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Dochód rodzinny: 30.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina - Miasto Płock";"pl.  Stary Rynek 1 09-400 Płock, Płock, miasto";"7743135712";"611016086";"803/P";"www.plock.eu";"NIE"
"Żłobek";"Żłobek Miejski nr 3 w Płocku";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Eugeniusza Płoskiego 3";"http://zlobek3plock.pl";"zm3@zjoplock.pl";"242629400";"91";"91";"339.0 zł";;;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Dochód rodzinny: 30.0% Zniżka - Rodzeństwo uczęszczające do żłobka lub przedszkola: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"Gmina - Miasto Płock";"pl.  Stary Rynek 1 09-400 Płock, Płock, miasto";"7743135712";"611016086";"803/P";"www.plock.eu";"NIE"
"Żłobek";"Żłobek Miejski nr 4 w Płocku";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Wacława Lachmana 10";;"zm4@zjoplock.pl";"242636688";"121";"121";"339.0 zł";;;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Dochód rodzinny: 30.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina - Miasto Płock";"pl.  Stary Rynek 1 09-400 Płock, Płock, miasto";"7743135712";"611016086";"803/P";"www.plock.eu";"NIE"
"Żłobek";"Żłobek Miejski ""Poranek"" w Oławie";"DOLNOŚLĄSKIE > Powiat oławski > Oława > Oława ul. Bolesława Chrobrego 106A";"www.zlobek-poranek.olawa.pl";"zlobek.olawa@poczta.fm";"713137654";"96";"88";"450.0 zł";"50.0 zł";;;"8.5 zł";"Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Miasto Oława";"pl.  Zamkowy 15 55-200 Oława, Oława, miasto";"9121717084";"931934845";"806/P";"um.olawa.pl";"NIE"
"Żłobek";"Żłobek Miejski w Ostrołęce";"MAZOWIECKIE > Powiat Ostrołęka > Ostrołęka > Ostrołęka Dr. Józefa Psarskiego 17";"www.zmostroleka.pl";"kotakt@zlobek.ostroleka.edu.pl";"29 764 44 30";"65";"64";"200.0 zł";"20.0 zł";;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Miasto Ostrołęka";"Gen. Józefa Bema 1 07-410 Ostrołęka";"7582142002";"550668410";"924/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""Sportuś""";"MAZOWIECKIE > Powiat legionowski > Jabłonna > Skierdy ul. Pawia 87/89";"www.przedszkolesportowe.com";"biuro@przedszkolesportowe.com";"534801144";"25";"23";"1200.0 zł";;;;"18.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"""Fit 4 Fun"" sp. z o.o.";"ul.  Pawia 91/93 05-101 Jabłonna, Skierdy, wieś";"5361907847";"143327470";"832/P";"www.przedszkolesportowe.com";"NIE"
"Żłobek";"Niepubliczny Europejski Żłobek ""Tutorland"" ";"MAZOWIECKIE > Powiat legionowski > Jabłonna > Jabłonna Piaskowa 5";"tutroland-przedszkole.pl";"tutorland@op.pl";"507526951";"25";"0";"900.0 zł";;;"231.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:30-17:30 ";"NIE";"Danuta Grzywacz";;"5361078279";"141535157";"833/P";"tutorland-przedszkole.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Przylesie""";"MAZOWIECKIE > Powiat legionowski > Jabłonna > Rajszew (wieś) Modlińska 75";"www.przedszkole.info.pl";"kontakt@przedszkole.info.pl";"661333174";"25";"1";"1400.0 zł";;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"J&J s.c.";"ul.  Lipowa 36c 05-123 Jabłonna, Dąbrowa Chotomowska, wieś";"5361733755";"015542028";"835/P";;"NIE"
"Klub dziecięcy";"Klub Dziecięcy ""KUBUSIOWY RAJ"" w Lelicach";"MAZOWIECKIE > Powiat sierpecki > Gozdowo > Lelice Szkolna 1";"klubdzieciecywlelicach.superszkolna.pl";"klubdzieciecywlelicach@interia.pl";"24/268-29-86";"30";"27";;;"2.3 zł";;"5.1 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:50-16:00 ";"TAK";"Gmina Gozdowo";"Krystyna Gozdawy 19 09-213 Gozdowo";"7761615061";"611015951";"879/P";;"NIE"
"Żłobek";"Żłobek Nr 2 Miejskiego Ośrodka Pomocy Społecznej w Legnicy ";"DOLNOŚLĄSKIE > Powiat Legnica > Legnica > Legnica Waleriana Łukasińskiego 5";"mopslegnica.pl";"mopslegnica@mopslegnica.pl";"76722813";"94";"99";"384.0 zł";"50.0 zł";;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 70.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 70.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 5:00-20:30 ";"NIE";"Gmina Legnica";"ul.  Poselska 13 59-220 Legnica, Legnica, miasto";"6911958461";;"836/P";;"NIE"
"Żłobek";"Żłobek Nr 3 Miejskiego Ośrodka Pomocy Społecznej  w Legnicy ";"DOLNOŚLĄSKIE > Powiat Legnica > Legnica > Legnica Mordechaja Anielewicza 10";"mopslegnica.pl";"mopslegnica@mopslegnica.pl";"767221815";"94";"95";"384.0 zł";"50.0 zł";;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 70.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 70.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-16:30 ";"NIE";"Gmina Legnica";"ul.  Poselska 13 59-220 Legnica, Legnica, miasto";"6911958461";;"836/P";;"NIE"
"Żłobek";"Żłobek Nr 4 Miejskiego Ośrodka Pomocy Społecznej w Legnicy ";"DOLNOŚLĄSKIE > Powiat Legnica > Legnica > Legnica Księżycowa 14";"mopslegnica.pl";"mopslegnica@mopslegnica.pl";"76/722 18 16";"94";"99";"384.0 zł";"50.0 zł";;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 70.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 70.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"NIE";"Gmina Legnica";"ul.  Poselska 13 59-220 Legnica, Legnica, miasto";"6911958461";;"836/P";;"NIE"
"Żłobek";"Żłobek ""Mały Antoś""";"MAZOWIECKIE > Powiat pruszkowski > Michałowice > Michałowice Raszyńska 30";;"adamkowscy@poczta.onet.pl";"696453128";"25";"0";"860.0 zł";;;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 7:00-16:00 ";"NIE";"Anna Maria Adamkowska";"Raszyńska 30 05-816 Michałowice";"7451323430";"280389498";"912/P";;"TAK"
"Żłobek";"Niepubliczny Żłobek ""Misie Patysie""";"MAZOWIECKIE > Powiat pruszkowski > Michałowice > Nowa Wieś ul. Wiśniowa 3";"www.misiepatysie.pl";"monika@misiepatysie.pl";"664124040";"21";"14";"1400.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ";"NIE";"Monika Małachowska";;"5341395580";"140764476";"925/P";"www.misiepatysie.pl";"NIE"
"Żłobek";"Żłobek nr 1";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna Lwowska 20";;"zlobek1@wzz.wroc.pl";"71/718-62-01";"162";"142";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Prywatny żłobek Ewa Solarz";"DOLNOŚLĄSKIE > Powiat karkonoski > Kowary > Kowary Wiejska 3";"www.prywatneprzedszkolekowary@op.pl";"prywatneprzedszkolekowary@op.pl";"694567075";"50";"24";"1050.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 65.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-16:00 ";"NIE";"Prywatny żłobek Ewa Solarz";;"6771299276";"357121916";"880/P";"www.prywatneprzedszkolekowary.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Dobry Żłobek""";"MAZOWIECKIE > Powiat pruszkowski > Michałowice > Komorów Turkusowa 5";;"beatabujanowicz@gmail.com";"601343027";"29";"15";"1600.0 zł";;;;"400.0 zł";;"Godziny pracy: ";"NIE";"Beata Bujanowicz";;"5341015910";"013097707";"3437/P";;"NIE"
"Żłobek";"Żłobek nr 2";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna Zemska 33";;"zlobek2@wzz.wroc.pl";"71/718-62-02";"136";"121";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Żłobek nr 3";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna Białowieska 27";;"zlobek3@wzz.wroc.pl";"71/718-62-03";"144";"128";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Żłobek nr 4";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna Kłodnicka 25";;"zlobek4@wzz.wroc.pl";"71/718-62-04";"145";"126";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Żłobek nr 5";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna Dokerska 5";;"zlobek5@wzz.wroc.pl";"71/718-62-05";"128";"120";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Klub dziecięcy";"Klub Dzieciecy Hobbit";"DOLNOŚLĄSKIE > Powiat Legnica > Legnica > Legnica ul. Gliwicka 19-21";"www.hobbit-akademia.pl";"przedszkole@hobbit-akademia.pl";"601580698";"24";"13";"590.0 zł";;;"110.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:00-16:00 ";"NIE";"Impress Pankiewicz i wspólnicy Sp. J.";"ul.  Westerplatte 68 58-100 Świdnica, Świdnica, miasto";"8842423596";"891338170";"838/P";;"NIE"
"Żłobek";"Żłobek nr 6";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Stare Miasto > Wrocław-Stare Miasto Krowia 1";;"zlobek6@wzz.wroc.pl";"71/718-62-06";"111";"104";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Żłobek nr 7";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki Drukarska 9";;"zlobek7@wzz.wroc.pl";"71/718-62-07";"138";"126";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Żłobek nr 8";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Stare Miasto > Wrocław-Stare Miasto Sądowa 6";;"zlobek8@wzz.wroc.pl";"71/718-62-08";"171";"141";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
"Żłobek";"Magdalena Kuleta Żłobek ""Radosny Brzdąc""";"MAZOWIECKIE > Powiat pruszkowski > Michałowice > Komorów, wieś ul.  Aleja Starych Lip 27";"www.radosnybrzdac.pl";"radosnybrzdac@gmail.com";"603046646";"15";"15";"1400.0 zł";;;;"15.0 zł";;"Godziny pracy: ";"NIE";"Magdalena Kuleta de Mesquita e Melo";;"5342194174";"146352295";"915/P";"www.radosnybrzdac.pl";"TAK"
"Żłobek";"Żłobek nr 9";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Śródmieście > Wrocław-Śródmieście Józefa Marii Hoene-Wrońskiego 13d";;"zlobek9@wzz.wroc.pl";"71/718-62-09";"92";"82";"763.56 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko z rodzinnego domu dziecka,z placówki opiekuńczo-wychowawczej: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Wrocław";"Nowy Targ 1-8 50-141 Wrocław, Wrocław-Stare Miasto";"8971383551";"931934839";"763/P";;"NIE"
