Identyfikator instytucji;Typ instytucji;Nazwa;Województwo;Powiat;Gmina;Miejscowość;Ulica;Nr domu;Nr lokalu;Kod pocztowy;Geolokalizacja;Adres WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Liczba miejsc ze środków KPO;Liczba miejsc ze środków FERS;Liczba dzieci zapisanych na miejsca z KPO;Liczba dzieci zapisanych na miejsca z FERS;Podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia) - opłata miesięczna;Opłata miesięczna na miejscach z KPO/FERS;Stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Wydatki na funkcjonowanie – miesięcznie;W tym z programu Dofinansowanie wynagrodzeń;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Czy podmiot prowadzący zawiesił działalność instytucji opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzący - miejscowość;Podmiot prowadzący - ulica;Podmiot prowadzący - nr domu;Podmiot prowadzący - nr lokalu;Podmiot prowadzący - kod pocztowy;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub
"3943/Z";"Żłobek";"Żłobek Nr 2";"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Lubin, miasto";"ul. Cedyńska";"13";;"59-300";"16.204848;51.40368";"http://www.mops.lubin.pl/index.php?id_kat=14";"zlobek2@mops.lubin.pl";"767468364";"116";"98";;;;;1500.0;0.0;50.0;;;15.1;2115.6;1782.81;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"NIE";"Gmina Miejska Lubin";"Lubin, miasto";"ul. Jana Kilińskiego";"10";;"59-300";"6922253959";"390647535";"993/P";
"3944/Z";"Żłobek";"Grupa Żłobkowa przy Ośrodku Opiekuńczo-Rehabilitacyjnym";"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Lubin";"Jastrzębia";"1";;"59-300";"16.201372;51.388715";"http://www.mops.lubin.pl/index.php?id_kat=24";"oor@mops.lubin.pl";"767468362";"25";"23";"0";"0";"0";"0";;0.0;;1.5;;9.8;;;"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"NIE";"Gmina Miejska Lubin";"Lubin, miasto";"ul. Jana Kilińskiego";"10";;"59-300";"6922253959";"390647535";"993/P";
"3964/Z";"Żłobek";"Żłobek Nr 3";"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Lubin, miasto";"ul. Orla";"47a";;"59-300";"16.210981;51.385561";"http://www.mops.lubin.pl/index.php?id_kat=15";"zlobek3@mops.lubin.pl";"767468365";"90";"90";;;;;1500.0;0.0;50.0;;;15.1;1897.19;1425.19;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"NIE";"Gmina Miejska Lubin";"Lubin, miasto";"ul. Jana Kilińskiego";"10";;"59-300";"6922253959";"390647535";"993/P";
"4004/Z";"Żłobek";"Niepubliczny Żłobek Montessori ""Patison""";"MAZOWIECKIE";"warszawski zachodni";"Błonie";"Stare Faszczyce, wieś";;"19A";;"05-870";"20.60095;52.18164";"www.przedszkolepatison.pl";"biuro@przedszkolepatison.pl";"507832170";"25";"20";"0";"0";"0";"0";2200.0;0.0;;;800.0;;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:00 ";"TAK";"NIE";"Julia Janowska Przedszkole Montessori";;;;;;"5262651681";"142208510";"996/P";
"4023/Z";"Żłobek";"""Leśny Żłobek""";"MAZOWIECKIE";"otwocki";"Otwock";"Otwock, miasto";"ul. Wiejska";"14";;"05-400";"21.2501821;52.1091052";;"lesnyzlobek@wp.pl";"603586183";"54";"54";"0";"8";"0";"8";1600.0;0.0;;;;12.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"""GAPA"" Usługi Edukacyjne Grażyna Wojda - Płochowska";"Otwock, miasto";"ul. Wiejska";"14";;"05-400";"5321348175";"141063818";"1017/P";
"4043/Z";"Żłobek";"Żłobek Miejski nr 1 ";"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica, miasto";"ul. Mieczysława Kozara Słobódzkiego";"26";;"58-100";;"http://zlobeknr1.com.pl/";"zlobek1@zlobek.swidnica.pl";"746409903";"100";"84";;;;;1500.0;0.0;63.0;;;10.0;2274.0;154.25;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"TAK";"NIE";"Gmina Miasto Świdnica";"Świdnica, miasto";"ul.  Armii Krajowej";"49";;"58-100";"8840024797";"890718314";"7063/P";"www.um.swidnica.pl"
"4046/Z";"Żłobek";"Niepubliczny Żłobek ""Bajkowy Domek""";"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica";"al. Niepodległości";"14";;"58-100";"16.4864361076472;50.84018705114781";"http://bajkowydomek.net/";"m.baranowska@gsma24.pl";"512873370";"15";"15";"0";"0";"0";"0";810.0;0.0;;;;17.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Niepubliczne Przedszkole i Żłobek ""Bajkowy Domek"" Sp. z o.o.";"Świdnica, miasto";"al.  Niepodległości";"14";;"58-100";"8842776343";"367067043";"11563/P";"http://bajkowydomek.net/"
"4063/Z";"Żłobek";"Niepubliczny Żłobek Tuptusie";"MAZOWIECKIE";"grodziski";"Grodzisk Mazowiecki";"Grodzisk Mazowiecki";"ul. Zagaje";"1";;"05-825";"20.6315797089109;52.0981801";"tuptusieszkolnastrona.pl";"tuptusie.grodzisk@gmail.com";"530187768";"15";"15";"0";"0";"0";"0";2000.0;0.0;;;;18.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy, w wysokości 400 zł miesięcznie lub 40 zł miesięcznie, zgodnie z Uchwałą Rady Miejskiej nr 37/2018 z dnia 17.12.2018r.: 36.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"NIE";"NIE";"Dorota Białas";;;;;;"5291651985";"140771849";"1029/P";"tuptusie.szkolnastrona.pl"
"4064/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 2 ";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Chrobrego";"16";;"91-464";"19.4506616349703;51.79488365";"http://www.mzz.lodz.pl";"zlobek2@mzz.lodz.pl";"+48515062497";"70";"58";;;;;1500.0;0.0;150.0;;;7.0;2675.62;277.97;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4065/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 3";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Warneńczyka";"5/17";;"93-308";"19.4843;51.7238";"http://www.mzz.lodz.pl/";"zlobek3@mzz.lodz.pl";"+48515062498";"70";"26";;;;;1500.0;0.0;150.0;;;7.5;2771.36;292.05;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:30 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4066/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 4 ";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Inowrocławska";"5a";;"91-020";"19.418904;51.787868";"http://www.mzz.lodz.pl/";"zlobek4@mzz.lodz.pl";"+48515062499";"50";"27";;;;;1500.0;0.0;150.0;;;7.5;2408.1;289.64;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4067/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 5 ";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Świetlana";"11/15";;"91-490";"19.441984;51.812557";"http://www.mzz.lodz.pl/";"zlobek5@mzz.lodz.pl";"+48515062500";"35";"0";;;;;1500.0;0.0;150.0;;;7.0;2659.72;324.2;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4068/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 6";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew, delegatura";"ul. Józefa Elsnera";"12";;"92-504";"19.531228;51.757264";"http://www.mzz.lodz.pl/";"zlobek6@mzz.lodz.pl";"+48515062501";"100";"50";;;;;1500.0;0.0;150.0;;;7.0;2232.42;286.18;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4069/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 8";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Starorudzka";"5/7";;"93-403";"19.4355;51.7154";"http://www.mzz.lodz.pl/";"zlobek8@mzz.lodz.pl";"+48515062473";"90";"38";;;;;1500.0;0.0;150.0;;;7.0;2005.43;270.05;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4070/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 14";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Pawia";"20";;"91-050";"19.442044;51.786096";"http://www.mzz.lodz.pl";"zlobek14@mzz.lodz.pl";"+48515062478";"100";"51";;;;;1500.0;0.0;150.0;;;7.5;2321.54;278.46;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4071/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 18";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"al. Harcerzy - Zatorowców";"4";;"91-144";"19.391421;51.795456";"http://www.mzz.lodz.pl";"zlobek18@mzz.lodz.pl";"+48515062482";"100";"72";;;;;1500.0;0.0;150.0;;;7.0;2023.82;268.74;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4072/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 19";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Tatrzańska";"118";;"93-208";"19.496864;51.738145";"http://www.mzz.lodz.pl";"zlobek19@mzz.lodz.pl";"+48515062483";"95";"0";;;;;1500.0;0.0;150.0;;;8.0;1963.05;243.79;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4073/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 21";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Heleny Marusarzówny";"9";;"94-041";"19.410769;51.746508";"http://www.mzz.lodz.pl";"zlobek21@mzz.lodz.pl";"+48515062485";"85";"50";;;;;1500.0;0.0;150.0;;;7.0;2165.51;269.02;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4074/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 25";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Odyńca";"35";;"93-150";"19.4819470469664;51.730391";"http://www.mzz.lodz.pl/";"zlobek25@mzz.lodz.pl";"+48515062489";"70";"38";;;;;1500.0;0.0;150.0;;;7.0;2217.53;281.44;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4075/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 26";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Sprinterów";"11";;"94-002";"19.409931;51.748994";"http://www.mzz.lodz.pl/";"zlobek26@mzz.lodz.pl";"+48515062490";"70";"33";;;;;1500.0;0.0;150.0;;;7.0;1877.74;234.71;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4076/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 27";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Franciszkańska";"167";"171";"91-852";"19.461811;51.798672";"http://www.mzz.lodz.pl/";"zlobek27@mzz.lodz.pl";"+48515062491";"85";"0";;;;;1500.0;0.0;150.0;;;7.0;1993.74;242.51;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4077/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 28";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"al. Ks. Kardynała Stefana Wyszyńskiego";"102";;"94-050";"19.4136111;51.7572222";"http://www.mzz.lodz.pl/";"zlobek28@mzz.lodz.pl";"+48515062492";"80";"35";;;;;1500.0;0.0;150.0;;;7.5;2529.71;274.55;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4078/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 31";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź-Śródmieście, delegatura";"ul. Henryka Sienkiewicza";"108";;"90-363";"19.465455;51.752436";"http://www.mzz.lodz.pl/";"zlobek31@mzz.lodz.pl";"+48515062495";"75";"49";;;;;1500.0;0.0;150.0;;;7.0;2248.86;273.2;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4083/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 1";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź-Śródmieście, delegatura";"ul. Henryka Sienkiewicza";"9";;"90-113";"19.4589349;51.7694265";"http://www.mzz.lodz.pl";"zlobek1@mzz.lodz.pl";"+48515062496";"40";"15";;;;;1500.0;0.0;150.0;;;8.0;2543.4;322.16;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4084/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 7 ";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew, delegatura";"ul. Szpitalna";"11";;"92-207";"19.504021;51.764254";"http://www.mzz.lodz.pl/";"zlobek7@mzz.lodz.pl";"+48515062502";"180";"121";;;;;1500.0;0.0;150.0;;;6.0;1788.89;233.78;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4085/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 10";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Karolewska";"70/76";;"94-023";"19.4259;51.7526";"http://www.mzz.lodz.pl/";"zlobek10@mzz.lodz.pl";"+48515062474";"70";"46";;;;;1500.0;0.0;150.0;;;7.5;2065.33;246.74;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4086/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 11";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź-Śródmieście, delegatura";"ul. Wierzbowa";"13";;"91-426";"19.476104;51.779414";"http://www.mzz.lodz.pl";"zlobek11@mzz.lodz.pl";"+48515062475";"55";"26";;;;;1500.0;0.0;150.0;;;7.0;2374.67;300.46;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4087/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 12 ";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Tokarzewskiego";"53";;"91-812";"19.4663745;51.7906458";"http://www.mzz.lodz.pl";"zlobek12@mzz.lodz.pl";"+48515062476";"65";"39";;;;;1500.0;0.0;150.0;;;7.0;2076.3;264.38;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4088/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 13";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Stefana Rogozińskiego";"2";;"93-503";"19.450533;51.73221";"http://www.mzz.lodz.pl";"zlobek13@mzz.lodz.pl";"+48515062477";"100";"38";;;;;1500.0;0.0;150.0;;;7.0;2076.75;267.77;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4089/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 15";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Wapienna";"29";;"91-087";"19.422917;51.776776";"http://www.mzz.lodz.pl";"zlobek15@mzz.lodz.pl";"+48515062479";"100";"0";;;;;1500.0;0.0;150.0;;;7.0;1974.4;249.41;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4090/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 16";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Zachodnia";"55a";;"91-063";"19.450484;51.777495";"http://www.mzz.lodz.pl";"zlobek16@mzz.lodz.pl";"+48515062480";"60";"29";;;;;1500.0;0.0;150.0;;;7.0;2254.21;285.12;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4091/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 17";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Siarczana";"11";;"93-143";"19.484551;51.735793";"http://www.mzz.lodz.pl";"zlobek17@mzz.lodz.pl";"+48515062481";"50";"60";;;;;1500.0;0.0;150.0;;;8.0;3724.06;318.2;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4092/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 20";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Wioślarska";"27";;"94-030";"19.42341;51.7482";"http://www.mzz.lodz.pl";"zlobek20@mzz.lodz.pl";"+48515062484";"30";"0";"0";"0";"0";"0";1500.0;0.0;150.0;;;7.0;2748.03;323.82;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4093/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 22";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna, delegatura";"ul. Joachima Lelewela";"11";;"93-166";"19.475351;51.732614";"http://www.mzz.lodz.pl/";"zlobek22@mzz.lodz.pl";"+48515062486";"60";"29";;;;;1500.0;0.0;150.0;;;8.0;2369.05;291.18;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4094/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 23";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew, delegatura";"ul. Tatrzańska";"27/29";;"93-219";"19.492494;51.746517";"http://www.mzz.lodz.pl/";"zlobek23@mzz.lodz.pl";"+48515062487";"80";"34";;;;;1500.0;0.0;150.0;;;6.5;1999.95;249.72;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4095/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 24";"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź-Bałuty, delegatura";"ul. Rydzowa";"7";;"91-211";"19.373754;51.798378";"http://www.mzz.lodz.pl/";"zlobek24@mzz.lodz.pl";"+48515062488";"55";"0";"0";"0";"0";"0";1500.0;0.0;150.0;;;7.5;2411.18;304.75;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4096/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 29";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew, delegatura";"ul. Mikołaja Gogola";"9";;"92-513";"19.543322;51.757316";"http://www.mzz.lodz.pl/";"zlobek29@mzz.lodz.pl";"+48515062493";"70";"32";;;;;1500.0;0.0;150.0;;;7.0;1927.36;236.08;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
"4097/Z";"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 30";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie, delegatura";"ul. Łąkowa";"1";;"90-562";"19.439126;51.763478";"http://www.mzz.lodz.pl/";"zlobek30@mzz.lodz.pl";"+48515062494";"70";"34";;;;;1500.0;0.0;150.0;;;7.0;2329.54;265.31;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Łódź";"Łódź-Śródmieście, delegatura";"ul.  Piotrkowska";"104";;"90-026";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl"
